Path,Size_Bytes,Type,Description,Recommended_Action
scratch/check_removed_models.py,757,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_removed_models.py.metadata.json,129,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_siblings.py,2457,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_siblings.py.metadata.json,112,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_sources_corr01.py,2092,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_sources_corr01.py.metadata.json,130,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_whisper_cpp_models.py,1105,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_whisper_cpp_models.py.metadata.json,249,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_window_class.py,1074,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/check_window_class.py.metadata.json,111,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/classify_package_hygiene.py,7234,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/classify_package_hygiene.py.metadata.json,115,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/cleanup_build_intermediaries.py,6205,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/cleanup_build_intermediaries.py.metadata.json,149,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/cleanup_v2_results.json,3746,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/clean_preferences.json,1716,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/click_test.py,2313,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/click_test.py.metadata.json,125,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/corr03_spec.txt,17041,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_gmail_mcp_test.py,7277,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_gmail_mcp_test.py.metadata.json,135,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_image_models_screen.py,34718,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_image_models_screen.py.metadata.json,145,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_litert_test.py,5364,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_litert_test.py.metadata.json,112,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_p2_tests.py,20253,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_p2_tests.py.metadata.json,144,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_p2_tests_clean.py,22772,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_p2_tests_clean.py.metadata.json,146,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_web_media_test.py,4568,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/create_web_media_test.py.metadata.json,132,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/current_prompt.txt,4334,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/ddg_search_models.py,1750,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
